scenario_id,name,year,month,revenue,profit,profit_margin,cash_reserves,free_cash_flow,active_event_count
scenario_upside,Upside,2026,1,10.748,-18.153,-1.689,19.561,4.561,1
scenario_upside,Upside,2026,2,12.222,-16.679,-1.365,20.666,5.666,1
scenario_upside,Upside,2026,3,15.452,-13.449,-0.87,23.089,8.089,1
scenario_upside,Upside,2026,4,12.222,-16.441,-1.345,20.666,5.666,1
scenario_upside,Upside,2026,5,12.365,-16.298,-1.318,20.774,5.774,1
scenario_upside,Upside,2026,6,12.222,-16.441,-1.345,20.666,5.666,1
scenario_upside,Upside,2026,7,14.37,-14.293,-0.995,22.277,7.277,1
scenario_upside,Upside,2026,8,15.384,-13.459,-0.875,23.038,8.038,1
scenario_upside,Upside,2026,9,14.341,-14.502,-1.011,22.256,7.256,1
scenario_upside,Upside,2026,10,17.342,-11.661,-0.672,24.506,9.506,1
scenario_upside,Upside,2026,11,16.373,-12.63,-0.771,23.78,8.78,1
scenario_upside,Upside,2026,12,26.388,-2.615,-0.099,31.291,16.291,1
scenario_upside,Upside,2027,1,10.642,-18.259,-1.716,19.481,4.481,0
scenario_upside,Upside,2027,2,12.138,-16.763,-1.381,20.604,5.604,0
scenario_upside,Upside,2027,3,15.368,-13.533,-0.881,23.026,8.026,0
scenario_upside,Upside,2027,4,12.138,-16.525,-1.361,20.604,5.604,0
scenario_upside,Upside,2027,5,12.266,-16.397,-1.337,20.7,5.7,0
scenario_upside,Upside,2027,6,12.138,-16.525,-1.361,20.604,5.604,0
scenario_upside,Upside,2027,7,14.305,-14.358,-1.004,22.229,7.229,0
scenario_upside,Upside,2027,8,15.349,-13.494,-0.879,23.012,8.012,0
scenario_upside,Upside,2027,9,14.262,-14.581,-1.022,22.197,7.197,0
scenario_upside,Upside,2027,10,17.258,-11.745,-0.681,24.444,9.444,0
scenario_upside,Upside,2027,11,16.311,-12.692,-0.778,23.733,8.733,0
scenario_upside,Upside,2027,12,26.366,-2.637,-0.1,31.274,16.274,0
